Artists that I liked!,Number of recommendations,output,flag,username,timestamp
Tyrone Wells,5,"['JJ Heller', 'Jason Mraz', 'Jason Mraz', 'Andrew Foy;Renee Foy', 'Dan Berk']",,,2023-09-22 10:50:56.473461
